0,9647
0,9647
0,9647
0,9647
0,9647
0,9647
0,9647
0,9647
0,9647
0,9686
0,9765
0,9804
0,9804
0,9686
0,9765
0,9843
0,9686
0,9765
0,9804
0,9686
0,9765
0,9765
0,9686
0,9686
0,9686
0,9686
0,9686
0,9686
0,9686
0,9686
0,9765
0,9686
0,9843
0,9843
0,9686
0,9765
0,9765
0,9686
0,9647
0,9804
0,9765
0,9765
0,9765
0,9765
0,9804
0,9765
0,9804
0,9804
0,9765
0,9765
0,9765
0,9765
0,9765
0,9765
0,9804
0,9765
0,9765
0,9765
0,9765
0,9686
0,9765
0,9765
0,9765
0,9804
0,9843
0,9843
0,9686
0,9686
0,9686
0,9647
0,9686
0,9647
0,9843
0,9843
0,9686
0,9765
0,9686
0,9686
0,9686
0,9647
0,9804
0,9765
0,9765
0,9804
0,9765
0,9765
0,9765
0,9765
0,9647
0,9647
0,9647
0,9686
0,9765
0,9686
0,9804
0,9843
0,9686
0,9804
0,9765
0,9686
0,9765
0,9804
0,9804
0,9686
0,9647
0,9647
0,9765
0,9765
0,9686
0,9686
0,9647
0,9686
0,9765
0,9765
0,9804
0,9804
0,9765
0,9765
0,9765
0,9686
0,9765
0,9765
0,9765
0,9804
0,9804
0,9804
0,9843
0,9804
0,9804
0,9804
0,9843
0,9882
0,9804
0,9804
0,9804
0,9843
0,9882
0,9882
0,9804
0,9804
0,9765
0,9765
0,9804
0,9843
0,9765
0,9765
0,9765
0,9804
0,9686
0,9686
0,9804
0,9765
0,9804
0,9765
0,9843
0,9765
0,9686
0,9686
0,9765
0,9765
0,9882
0,9804
0,9922
0,9882
0,9843
0,9882
0,9765
0,9765
0,9804
0,9843
0,9843
0,9804
0,9804
0,9843
0,9843
0,9765
0,9686
0,9686
0,9804
0,9882
0,9804
0,9843
0,9686
0,9765
0,9686
0,9765
0,9804
0,9804
0,9765
0,9686
0,9765
0,9804
0,9686
0,9765
0,9804
0,9843
0,9686
0,9843
0,9765
0,9804
0,9804
0,9686
0,9765
0,9804
0,9765
0,9804
0,9686
0,9765
0,9804
0,9804
0,9765
0,9804
0,9804
0,9804
0,9765
0,9765
0,9765
0,9765
0,9765
0,9765
0,9765
0,9843
0,9843
0,9804
0,9804
0,9804
0,9765
0,9804
0,9843
0,9804
0,9804
0,9765
0,9804
0,9843
0,9804
0,9804
0,9686
0,9686
0,9686
0,9765
0,9765
0,9765
0,9647
0,9647
0,9608
0,9686
0,9804
0,9765
0,9765
0,9804
0,9686
0,9686
0,9686
0,9686
0,9765
0,9686
0,9843
0,9882
0,9765
0,9686
0,9765
0,9686
0,9765
0,9765
0,9647
0,9765
0,9765
0,9804
0,9765
0,9843
0,9765
0,9765
0,9804
0,9765
0,9765
0,9765
0,9765
0,9765
0,9765
0,9765
0,9804
0,9765
0,9765
0,9765
0,9804
0,9686
0,9686
0,9765
0,9765
0,9765
0,9804
0,9804
0,9804
0,9804
0,9765
0,9686
0,9686
0,9765
0,9686
0,9686
0,9843
0,9843
0,9843
0,9843
0,9804
0,9882
0,9804
0,9686
0,9765
0,9765
0,9765
0,9647
0,9765
0,9765
0,9765
0,9686
0,9765
0,9765
0,9647
0,9765
0,9686
0,9686
0,9804
0,9765
0,9804
0,9804
0,9843
0,9882
0,9882
0,9882
0,9647
0,9686
0,9765
0,9765
0,9686
0,9686
0,9647
0,9647
0,9686
0,9686
0,9804
0,9843
0,9686
0,9686
0,9686
0,9686
0,9765
0,9686
0,9686
0,9686
0,9686
0,9765
0,9765
0,9765
0,9804
0,9804
0,9765
0,9765
0,9804
0,9804
0,9765
0,9647
0,9686
0,9686
0,9686
0,9765
0,9804
0,9843
0,9647
0,9647
0,9686
0,9686
0,9765
0,9765
0,9765
0,9686
0,9765
0,9765
0,9686
0,9765
0,9765
0,9765
0,9843
0,9843
0,9804
0,9804
0,9765
0,9765
0,9686
0,9765
0,9686
0,9647
0,9804
0,9765
0,9647
0,9686
0,9647
0,9647
0,9686
0,9686
0,9765
0,9765
0,9804
0,9765
0,9686
0,9765
0,9686
0,9765
0,9686
0,9765
0,9765
0,9804
0,9804
0,9765
0,9843
0,9882
0,9843
0,9804
0,9843
0,9804
0,9686
0,9686
0,9765
0,9765
0,9765
0,9765
0,9804
0,9765
0,9765
0,9686
0,9804
0,9804
0,9686
0,9765
0,9843
0,9804
0,9765
0,9765
0,9804
0,9804
0,9765
0,9765
0,9804
0,9765
0,9804
0,9843
0,9765
0,9843
0,9843
0,9882
0,9765
0,9804
0,9686
0,9765
0,9686
0,9686
0,9843
0,9804
0,9804
0,9765
0,9686
0,9765
0,9686
0,9686
0,9804
0,9686
0,9804
0,9804
0,9686
0,9686
0,9686
0,9686
0,9804
0,9765
0,9804
0,9843
0,9765
0,9765
0,9765
0,9804
0,9843
0,9843
0,9804
0,9804
0,9804
0,9765
0,9804
0,9804
0,9765
0,9882
0,9882
0,9882
0,9765
0,9804
0,9765
0,9686
0,9843
0,9804
0,9843
0,9882
0,9804
0,9765
0,9765
0,9804
0,9843
0,9882
0,9882
0,9882
0,9804
0,9804
0,9882
0,9843
0,9843
0,9882
0,9804
0,9843
0,9843
0,9804
0,9804
0,9804
0,9765
0,9804
0,9804
0,9804
0,9804
0,9843
0,9843
0,9843
0,9843
0,9843
0,9765
0,9804
0,9843
0,9843
0,9843
0,9843
0,9882
0,9765
0,9843
0,9843
0,9882
0,9882
0,9804
0,9804
0,9882
0,9804
0,9804
0,9843
0,9882
0,9882
0,9843
0,9765
0,9804
0,9804
0,9804
0,9804
0,9843
0,9804
0,9882
0,9882
0,9843
0,9843
0,9804
0,9765
0,9765
0,9686
0,9804
0,9765
0,9765
0,9765
0,9765
0,9765
0,9804
0,9882
0,9804
0,9804
0,9804
0,9804
0,9804
0,9804
0,9765
0,9804
0,9843
0,9882
0,9647
0,9647
0,9647
0,9647
0,9804
0,9765
0,9804
0,9804
0,9765
0,9765
0,9647
0,9686
0,9765
0,9765
0,9765
